样本索引,文本,标注标签,情感得分,是否噪声,噪声类型
2536,京东把我的评论屏蔽了，原因是我一批买了很多东西，包括一张2m*1.5m的地图（地图还没有用来挂的配件），被分成好多个子订单之后，地图就不给我开发票了，我问京东，回答是我没有要开发票，笑死人了，购买的时候是按照一个总订单下单的，我明明选了发票，分开之后其他3个子订单也都给我开了发票，现在告诉我我没要开发票，结果京东自己还奇怪，问我&ldquo;其他3个给你开了吗？&rdquo;后来又说什么地图不能开明细，所以没有开。这个也算理由？接下来，我是9月12号周五打电话的，告诉我可以补开成图书，我说可以，客服说，周六日财务休息，周一给我开，会短信告知，结果我等到16号周二也没消息，又打电话，说还没开，马上给我开，还是短信通知，我又等到18号周四，告诉我，17号开了还没给我寄出，历经磨难终于在19号17：00拿到了。我在京东买东西也不是一次两次了，经常是上午下单，下午就到了，怎么这次补开个发票就这么难啊？还是京东自己造成的问题，店大欺客啊？极度不满意。\n送货的师傅还是挺好的。,0.0,2,True,正向文本标负向
2544,不太满意，穿的不舒服。,0.0,2,True,正向文本标负向
2567,麻烦的额恶心 怎么都无法上线,1.0,-2,True,负向文本标正向
2573,物流超慢，在京东上购物没想到花了5天，拿到东西后没想到质量也一般般，完全值不了20一件，还有很浓的化学味道，在京东最最失败的一次购物经历,0.0,1,True,正向文本标负向
2579,京东好，京东妙，京东顶呱呱。,0.0,1,True,正向文本标负向
2586,不好，上面的螺丝直接掉下来，十分不推荐。,0.0,1,True,正向文本标负向
2606,一开始还好，听着听着杂音就来了，还有，我买的是白色的，其中一个耳机带点黄，像是旧的，本来同学都说买电器来京东比较好，我只想说呵呵,0.0,1,True,正向文本标负向
2610,不好，不如地摊货，地摊货更便宜质量还要好一点,0.0,1,True,正向文本标负向
2614,非常不满意 春天的衣服却冰凉冰凉的,0.0,1,True,正向文本标负向
2622,还行，就是有点看不清楚路了，很舒服,0.0,1,True,正向文本标负向
2625,宝宝勉强能看下去，制作有些教条、粗糙。,1.0,-1,True,负向文本标正向
2643,"包装很好,茶叶太差.叶子都黑了.",0.0,1,True,正向文本标负向
2652,一用电池没电晕喔，自己买了一个电池虽然不贵但心里不舒服,0.0,1,True,正向文本标负向
2655,裤子运了11天才到，这个裤子试了下布料可能值*卖168第一次给差评，但是确实是太差了 ！,0.0,1,True,正向文本标负向
2667,效果不是很好！太皱了！而且尺码不准有点大了,0.0,1,True,正向文本标负向
2681,不太理想，没有说的好，有的球球去不掉了,0.0,1,True,正向文本标负向
2693,拼凑的东西，没啥意思，不推荐大家看,0.0,1,True,正向文本标负向
2706,很不满意，太小了。。。。,0.0,1,True,正向文本标负向
2709,再不买他家东西了，明明是少发东西，还拒绝补货或补款。后来在京东投诉，经过多日反复申请，京东替他家赔付了。赞京东，希望京东取消与他家合作!!!&hellip;,0.0,1,True,正向文本标负向
2715,看上去很廉价，使用上还可以，不推荐,0.0,1,True,正向文本标负向
2717,虽然质量不怎么好  但是款式我还是喜欢呢！,0.0,1,True,正向文本标负向
2722,很不满意盗版的,0.0,1,True,正向文本标负向
2723,質量太差，還會褪色。褲子手工製作差，有掉線的。,1.0,-1,True,负向文本标正向
2738,不是纯棉的，买来儿子穿了一会儿，就说不舒服，扎肉。我晕，不是百分百纯棉吗？不是红豆名牌吗？怎么这样欺骗消费者呢？,0.0,1,True,正向文本标负向
2743,包装非常不满意，连个袋子都不给装，装的纸盒还破个洞，直接就摸到衣服了,0.0,1,True,正向文本标负向
2790,此款商品第一个给人印象是便宜，包括我也是被迷惑了，这个茶叶颠覆了我对金骏眉这个茶叶品种的看法。\n不满意的地方有两点：\n1.茶叶硕大无比，里面混杂一些茶叶梗和像树叶的东西在里面，和之前喝过金骏眉毛茸茸的样子大相径庭。\n2.泡两遍基本上就没有多少颜色和味道了，茶水味道发涩，基本上不经常喝茶的人把它当做红茶来喝还凑合，叫做金骏眉真是枉费了大家对它的期望。\n\n如果用一分钱一分货来评价这个茶叶，那么感觉上卖这个价格也不算便宜。,0.0,1,True,正向文本标负向
2818,态度不错，就是感觉这个手机套太&hellip;贵了,1.0,-1,True,负向文本标正向
2824,东西挺实用，好,0.0,2,True,正向文本标负向
2835,不是很好。很薄，很轻。一分钱一分货,0.0,1,True,正向文本标负向
2839,蚊帐就那么回事；物流太垃圾，而且收到货时包装破损，快递直接将货物放在物管那里，给我发个短信了事，鄙视之！,1.0,-1,True,负向文本标正向
2847,哎！这洗发水跟我上次买的相差甚远，既没有香味洗了也不柔顺，特别不满意，好想退回去，可惜我已经洗了，希望想买的MM一定要注意啦！,0.0,2,True,正向文本标负向
2868,很好，只是小了点,0.0,1,True,正向文本标负向
2883,不怎么好感觉有点假，包装什么的好旧里面没有说明书，瓶子本身好多刮花看吧！,0.0,2,True,正向文本标负向
2894,退了，穿了两边脚痛，退货速度还是很满意的～,0.0,1,True,正向文本标负向
2898,产品不符合商品说明，说好的是95%棉，5%氨纶，买回来外包装写的确实是95%棉，5%氨纶，但是打开标签和内裤内里写的明明是90%棉，5%氨纶，和客服沟通，刚开始态度还行，等我说要换货时却没下文了。算了，内裤这种东西，换给别人，也不舒服，就自己先试试了，结果洗了之后褪色，穿着也不舒服，肯定不会穿了。差评，差评，差评，一颗星是给京东的！,0.0,2,True,正向文本标负向
2900,一点都不保温，没啥好的,0.0,1,True,正向文本标负向
2984,植物医生的忠实粉，盼了好久，收到货后店家&rdquo;惊喜&rdquo;真是大大的，发货清单自觉备注了&ldquo;未发&rdquo;，等补发货中&hellip;&hellip;,0.0,1,True,正向文本标负向
2986,不是狠满意，给朋友买滴,0.0,1,True,正向文本标负向
2997,鞋很硬，穿着鞋都不好走快了，而且穿着非常不舒服，强烈要求退货,0.0,1,True,正向文本标负向
3015,样子还行吧，就是穿的不怎么舒服,0.0,1,True,正向文本标负向
3023,性价比不高，是变4里面做工比较差的。,1.0,-1,True,负向文本标正向
3052,真真是无语的商家！第一次拿到衣服上就有窟窿！申请了换货还是有窟窿！运费也是迟迟才补贴！而且他衣服的质量问题，要找裁缝修补，协商好的修补款答应了又反悔！还要求给他全好评！真是诚信无语的店啊！,0.0,1,True,正向文本标负向
3105,家里买第二台了，公司定了不下20台，相当好用，作为室内净化在严重雾霾情况下可以达到空气良好水平，但屋内密封一定要严，不然净化效果不行。,1.0,-1,True,负向文本标正向
3113,俞敏洪老师经典之作红宝书系列丛书之一，畅销多年，使数百万名四级考生受益，可以称得上是史上最畅销的四级词汇书。该书打破了《四级词汇词根+联想记忆法》按字母顺序排列单词的方式，避免考生停留在背某一字母开头的单词而背不下去的困境。本书沿袭了红宝书系列优秀特点，以&ldquo;词根+联想&rdquo;记忆法为主，帮助考生找到高效背单词的途径。同时，本书配有诙谐幽默的漫画插图和实考真题，帮助考生在轻松的氛围中和真实的语境中掌握词汇。另外，书中收录了大量的词汇搭配用法及近义词辨析，帮助考生更好地掌握单词。本书配有MP3光盘，朗读者为专业播音员，对单词及释义进行了朗读，音频文件还配有字幕，方便考生充分利用零散时间进行学习。,0.0,2,True,正向文本标负向
3118,不是很满意！有点偏小了,0.0,1,True,正向文本标负向
3122,稀烂的鱼竿只能说宣传图片做的很好  第二节跟第三节的接口可以插一根牙签里面了  还垂头  *块钱打水漂了 防抱死凹槽也没有 跟图片上除了颜色之外没一个跟图片上的一样  擦,0.0,1,True,正向文本标负向
3186,我以为日本的会好很多，谁知道擦完好多碎毛在屏幕上，，手贱买了两包，差评。而且我液晶上是有防眩光涂层的，居然说明说不能用于有涂层的，那我还一点都不能用了，差评。,0.0,1,True,正向文本标负向
3196,包包是挺好的，不过小了个拉链扣，客服没帮我解决问题。,0.0,1,True,正向文本标负向
3198,差评，差评，太气人了，在京东买了这么多东西，第一次遇到这种，这个电饭煲在迷你号中并不便宜，不能选喜欢的颜色也就算了，居然内锅有个窝，底底上的螺丝也掉了一颗，关键是这颗根本上不进去，里面没得能让螺丝固定的东西，不是急着要，绝对要退货的，完全就一瑕疵品。害怕这个窝导致饭煮不熟，还好煮饭到煮得熟，但是米煮起不好吃，同样的米大的电饭煲煮出来好吃得多，这个吃起就水渣渣的，总之不满意，烧个水半个小时才开，功率小，这个到可以理解，煮饭大概40分钟，也可以接受，只是对于出厂检查太不满意了，这种明显瑕疵都可以出厂!!!给消费者带来不愉快!,0.0,2,True,正向文本标负向
3200,只想给差评，买六个，就真的发了六个勺子&hellip;&hellip;\n也是无语?了，是不让我吃水果的节凑吧！京东上购物为了实惠方便，节省时间，到头来还要考虑退不退货的问题&hellip;&hellip;,0.0,1,True,正向文本标负向
3210,这哪里是大号黑钢。颜色根本不是黑色。而且好小。联系客服都没人理。妈的,0.0,1,True,正向文本标负向
3264,没有想象中的好，一点也不滑,0.0,1,True,正向文本标负向
3269,衣服款式很好，面料太一般了，尤其圆通物流、次，服务真的要多次有多次，京东要是在与圆通合作下去也快了，还是去其他网比较好。总之下次买东西看见是圆通物流我是不会买的,0.0,2,True,正向文本标负向
3270,一塌糊涂 拆开来就碎了 好薄,0.0,1,True,正向文本标负向
3288,1.买了一个多月了吧  穿了一次以后应该不会在穿了.\n2.本来无心评论但是前两天给妈妈买的衣服到了打开看我直接被京东给征服了颜色又搞错了\n3.老板你是色盲吗？白色跟灰色差异很大才对啊.这么低级而严重的问题也犯\n4.我是看你店人气蛮多才来的我想问你发错了多少东西给顾客\n5.你没有我要的东西起码你要打电话问我一声对吧虽然不是很多钱\n6.在这时我想你会说那你退回来我给你换  呵呵\n7.我是个文明人但此时我内心深处有一万只***在乱跑\n8.祝老板生意越来越好,0.0,1,True,正向文本标负向
3290,太歪了，才买了一个月无缘无故忽然就不行了，联系卖家喊处理就不理人了，还没以前买的*多元钱的好，*多元的都还用的上好。大家千万别买。,0.0,1,True,正向文本标负向
3296,不好，跟期望值相差太大，本来以为京东的衣服会比其他网站好，现在觉得不是这样的，衣服质量，做工都不好,0.0,1,True,正向文本标负向
3297,商品和事物都挺好：今天下午收到物流电话：不但不给给送货上门：还要我自己去取。难道活到付款就这样待遇？最重要是物流说：不去拿就给返回去。商家找的什么物流这是？,0.0,1,True,正向文本标负向
3337,66666！17号发货！27号都没到！呵呵！我是几眼了！啥意思？到哈尔滨就不给送了么？好6啊！现在还没给我送！我是来气点的！给个解释？一星都不给！,0.0,1,True,正向文本标负向
3351,款式很好看 码子很正 穿着很合身 老板人很好 物流很快 我很满意,0.0,2,True,正向文本标负向
3360,感觉不是很好！电量显示还有电也关机，开机后电还多的很！,0.0,1,True,正向文本标负向
3381,蜡笔非常软，很容易掉小碎块，玩一小会孩子手上衣服裤子上地上都是颜料，衣服放在洗衣机里颜色还洗不干净。远远不如绘儿乐。mini可旋转蜡笔那款蜡笔硬的，不掉渣，我用过的绘儿乐都好洗。不过绘儿乐那款大可转蜡笔，只写了一笔，和这个类似，也偏软偏滑，但那个还没有真正使用。,0.0,1,True,正向文本标负向
3401,非常不满意再怎么说也是*东西包装也太随便了吧,0.0,1,True,正向文本标负向
3450,于图片不符合，都掉色了，太失望了,1.0,-1,True,负向文本标正向
3451,感觉退热贴不像正品，味道与药店买的不同，也不耐用三四个小时就干了,0.0,1,True,正向文本标负向
3504,什么都好，就是电池只能管两个小时,0.0,1,True,正向文本标负向
3518,13号下的单，29号到的！每次问客服，半天不回复，回复就几个字。不知道是不是真的。不太满意\n,0.0,1,True,正向文本标负向
3523,有一个漏了导致整盒粘乎乎的，味道一般，还是有果肉的好吃,1.0,-1,True,负向文本标正向
3532,这个商品不是很好，买了一个就开不起机了,0.0,1,True,正向文本标负向
3534,不怎么样，质量超差，非常不满意,0.0,1,True,正向文本标负向
3537,性价比很高，不比商场里的差。,1.0,-1,True,负向文本标正向
3575,订单订的是银杆黑色，结果收到的是全黑色的，毛巾也没第一时间发给我，而且态度不好，都不理人，说了好几次才把毛巾给我补发过来了，第一次在京东买东西就遇上这，郁闷死了。！,0.0,1,True,正向文本标负向
3583,一次买了三套就不发图片了，跟商家描述的差不多吧，个人觉得这玫红色颜色有点深啊，后背花边还有点坏了抽丝了，?有点小失望，这短裤也太透了，不是本人喜欢的类型，特性感啊，?反正在里面凑合穿吧，不贵就懒得计较什么了，卖家态度挺好的，物流也还可以不算慢，如果后续穿的好还会光顾这个牌子的，谢谢商家送的加长扣,1.0,-1,True,负向文本标正向
3591,不是很好看，还有点贵,1.0,-1,True,负向文本标正向
3623,声音不怎么好。,0.0,1,True,正向文本标负向
3634,颜色都能发错？第一次京东给的惊喜！,0.0,1,True,正向文本标负向
3641,其他客户收到的书都是带有塑料封皮的，书保护较好，而我收到的这套书没有保护塑料封皮，结果书很破烂不堪，强烈要求换套质量好的，虽然是团购，但决不买处理残次品。,0.0,2,True,正向文本标负向
3654,做工稍有粗糙，整体可以接受,1.0,-1,True,负向文本标正向
3655,后盖太长了，前面都卡好后后盖还伸出金属框越1.5毫米，金属框下部的凸起卡位太短，只能卡到后盖一半的厚度。,0.0,1,True,正向文本标负向
3669,京东的东西还不如tb.呵呵呵。以为京东会好一点，好垃圾，别买,0.0,1,True,正向文本标负向
3710,华而不实   真心太欺骗人了      只是包装好    里面书质量也不好  连解释都没有！ ,0.0,1,True,正向文本标负向
3711,还算不错吧，就是贵了一点。,1.0,-1,True,负向文本标正向
3726,送过太慢，好几天才送，拖了再拖,0.0,1,True,正向文本标负向
3754,是在国内印刷的原版书，纸很白，就像是普通的Ａ４打印纸，字却不是很清晰，远不如以前的中文版的印刷质量，这样的纸张和印刷质量，实在对不起那一百三十多元人民币的价格，三十块钱也算是太多了，简直是抢钱呀，不推荐购买！,0.0,1,True,正向文本标负向
3763,一、墨水外包装很好，没有拆封包装盒检查，蓝色墨水漏墨，意为是颠簸，昨天才发现是漏洞。\n二、墨水的传输线有问题，是弯曲的，弄了半天也直不了\n三、颜色偏红\n其他没有啥问题了,0.0,1,True,正向文本标负向
3764,味道不怎么样，好在便宜,0.0,1,True,正向文本标负向
3769,一点都不满意，这次购物还收我运费，在网上购了这么多免运费的，这次还要我给运费。请卖家不要用这快递。差坪评,0.0,1,True,正向文本标负向
3774,鞋子穿起来 看着很大   不太满意   不过是正品,0.0,1,True,正向文本标负向
3784,这是个锤子！这么薄！跟想象中完全俩码事！还这么皱！最失败的购物！也就值70/80块钱！建议不要买,0.0,1,True,正向文本标负向
3793,吃了后不舒服，不敢吃了！,0.0,1,True,正向文本标负向
3796,小了点，果然贵，其余行,1.0,-1,True,负向文本标正向
3821,"噪音太大,不怎么好。",0.0,1,True,正向文本标负向
3843,不是很满意，质量没有想像中好，太薄，而且前面还有一个扣子都没有了,0.0,2,True,正向文本标负向
3852,貌似胡言乱语，没觉得有多好。《凯恩斯社会、政治和文学论集》根据英国皇家经济协会1982年出版的《约翰·梅纳德·凯恩斯全集》的最新标准版第28卷译出。收录的是凯恩斯在社会、政治、文学和艺术领域中的著述。资料来源有两类，一类是凯恩斯本人保留的文献，另一类是他的同事和朋友提供的文献，其中最重要的是金斯利·马丁生前提供的文献。\n　　在《凯恩斯社会、政治和文学论集》中，凯恩斯本人的著述一般都用较大字体排印。凯恩斯本人提供的，用星号或者其他符号表示，以便与编者增加的注释区别开来。其他人提供的介绍性材料和文字使用小一号字体排印，以便与凯恩斯本人的撰写的文字区别开来。唯一例外做法是，在介绍段落中，偶尔会出现摘自凯恩斯写给他父母或者朋友的信件的短小引文，以便梳理语境。这类文字是介绍性材料，所以用较小字体排印。,0.0,1,True,正向文本标负向
3879,很不满意，鞋码也不对，不知道能退不,0.0,1,True,正向文本标负向
3893,客服说了，&ldquo;想要东西就等着，不想要就申请退货，催什么！&rdquo;在这里买东西，必须要看客服老大的心情，心情好了就给你发货，心情不好，你就等着吧！,0.0,1,True,正向文本标负向
3896,其实一点都不好用问客服还不理我 好伤心&hellip;&hellip;,0.0,1,True,正向文本标负向
3897,物与图片不一样。商家知道好的青瓷，但做不出好青瓷，也没好的青瓷卖，弄图片来忽悠人。\n茶叶罐的釉偏蓝，淡，做不出梅子青的颜色，开片很细碎，痕极细极淡。也没有青瓷的铜口铁足的特征。\n家里有一套青瓷茶具，看了图片觉得比较配的，可买回的事物与图片差太远了,0.0,3,True,正向文本标负向
3901,不怎么满意，态度冷淡，,0.0,1,True,正向文本标负向
3903,说实话一般，不是很清楚，拍的图好小！后悔！,0.0,1,True,正向文本标负向
3911,卢正浩里最不推荐的一款。。。性价比非常低。。。还是专注龙井吧,0.0,1,True,正向文本标负向
3921,不是棉的，穿着不舒服。。。。,0.0,1,True,正向文本标负向
3926,质量不好，皮革的，好破损，易脱胶！,0.0,1,True,正向文本标负向
3934,用手机试了不管用，要缠好几圈才管用，我收到的衣服很脏（如下图），不知道你们的怎么样！最可恨的是商家推卸责任，买这么一件衣服等了一个礼拜。总之对这次购物很不满意,0.0,1,True,正向文本标负向
3984,好评论是假的，黑头没吸出来，,0.0,1,True,正向文本标负向
4039,包装看着很好，可是香断了很多。香不够细腻，烧得很快。,0.0,1,True,正向文本标负向
4052,很不错的书，但是价格比较贵，比当当贵很多啊,1.0,-1,True,负向文本标正向
4062,快递服务好，到货很快。口感一般,0.0,1,True,正向文本标负向
4073,导航还是不错的，倒车和记录仪成像效果也不错，不过导航设计的有问题，原车要割塑料板，不然安不进去，比较满意线路方面不破坏原车线路，不过下次记得要提醒割塑料板，害得我以为不是专车专用的，售后客服也不错，五星好评先，不知道以后升级有没有麻烦,1.0,-1,True,负向文本标正向
4085,门帘有严重的质量问题。挂上门帘后的2-3天，包裹吸铁石的塑料外壳开始陆续掉落，导致两片门帘无法闭合，达不到遮挡蚊蝇的效果。市场上门帘价格几元到小几十元不等，去年在别处十几元买的门帘今年继续用尚且完好无整，这次在巨铭以更高价格购买的门帘何以如此质量？何以体现巨铭宣传的&ldquo;自动吸合，经久耐用&rdquo;的产品&ldquo;特&rdquo;点？\n\n4.30下单，5.1到货使用，5.2才使用一天就发现有塑料外壳陆续掉落的质量问题，随即联系巨铭客服，客服回了一句&ldquo;你扣上就好&rdquo;，之后再未理会。试问巨铭：普通人一天进出卧室少则几次多则十几次，每次塑料掉了你让我扣上，这样的处理方案能解决问题吗？\n\n京东上申请退货，巨铭拒绝，理由是：塑料扣是可以拆卸的！请问：商品介绍中哪一个字有说明可拆卸？长的，短的吸铁石一根两根的掉出来，还强词夺理！\n\n卖家对产品这么有信心，想必不会删除用户评价吧！今天把这条评价发出来，且拭目以待了！,0.0,1,True,正向文本标负向
4095,也太长了不满意只能送人,0.0,1,True,正向文本标负向
4096,东西不怎么样，头一天119.第二天就89了，我也是晕了，大家能想象这衣服能有多好,0.0,1,True,正向文本标负向
4129,按装好了，没亮2小时就灯泡烧掉了，而且插线扣有点不符合,0.0,1,True,正向文本标负向
4134,这次购物还算满意，只是鞋子右脚鞋口位置里面那个泡绵有未贴平顺打折现像。,0.0,1,True,正向文本标负向
4149,裤子质量可以，有点厚了，不过做工挺好，如果可以便宜点就更好了,0.0,1,True,正向文本标负向
4150,这个系列质量很差，各种状况，不推荐购买,0.0,1,True,正向文本标负向
4176,这次很不满意，是第二次购买了，本来拍的L号，结果发过来是XXL号！宝宝才八个月，根本就穿不了嘛！联系客服都没人理的！申请换货也不知道运费到底怎么算，烦心～～,0.0,1,True,正向文本标负向
4210,第一次觉得京东上购物也这么坑人，衣服质量不好，扣子还掉了，退货时自己垫钱发过去的，说如果退货原因合理就垫付快递费，结果店家发货过来的快递费都给扣下了，我很不满意这样的做法，凭什么我东西不满意还得扣运费～,0.0,2,True,正向文本标负向
4232,啥东西。。。。接汁的杯子跟图片不一样。。。这样的杯子咋过滤沫。。榨了杯子里是一堆沫。建议还是买美的吧。起码人家接汁的杯子好使。。。不满意。。。,0.0,1,True,正向文本标负向
4255,不满意，赠送的礼物不符。,0.0,1,True,正向文本标负向
4306,送货慢，以后除京东配送的不会再买,1.0,-1,True,负向文本标正向
4329,东西一般吧，质量也不怎么好，装的时候黑色的固定物就有损坏，用了一天，白色的门挡内的铁框就开焊了，想找人焊一下，又无法取出修复（除非是破坏性的），想退吧，装的时候，轴的油漆有掉的(这是无法避免的)，在好多的细节上需要改进,0.0,1,True,正向文本标负向
4330,生产厂家、商标规格以及使用电压什么都没有?京东竟然让这样的卖家进来&mdash;&mdash;真是?晕?（如果不给星可以评论就好了）,0.0,1,True,正向文本标负向
4336,膜正常贴好后，左上角无法贴合起翘！,0.0,1,True,正向文本标负向
4350,忽略标签！差差差差差差！本来想买了手机就顺便买个壳，这个价格我可以在t宝买两个了！特么根本不贴合好吗！一边装好了另一边是翘起来的！坑人的！而且自己写的标签不能用，只能用他们给的那些夸奖的，我真是醉了。。。,0.0,1,True,正向文本标负向
4351,不满意，漏了一个洞，希望给补偿，说给退货，可是我们这不方便,0.0,1,True,正向文本标负向
4353,看系好看就系用了手机信号差得好西利,0.0,1,True,正向文本标负向
4378,谁家的电脑开始不是进行系统初始化?我买的这台就是！！！！开机直接进入windows登陆，要求输入账号密码！！！东哥别只顾着谈恋爱，即使是退换货的机器拜托相关人员检查清楚好不？没有账号密码让我怎么用？,0.0,1,True,正向文本标负向
4394,不是棉的，东西很扎人，盖着不舒服，东西最多值*,0.0,1,True,正向文本标负向
4419,京东怎的了？头次是实物与图片不同，这次是包装损坏，好在碟片可以播放。希望改进，不要把京东这个名字毁了。建立一个好名声不易呀！,0.0,2,True,正向文本标负向
4422,很不满意，邮回来的和我订的不一样。,0.0,1,True,正向文本标负向
4432,差评，退货所有客服集体消失，不同意退货申请，打京东客服干预才同意退货，给的地址寄不到，给的电话不是本公司，完全消失耍赖，这样的售后能指望机器质量有多好？,0.0,1,True,正向文本标负向
4454,"10月12日下单, 不可否认物流很快.\n但是商品本身很大问题.\n1.用了两天, 包拉链处的硬材质条(应该是为了保证口部平整的)掉了.\n2.两侧的锁扣脱落,外圆太大了(我自己拿锤子给砸扁修)修了下.\n3.一侧挂五金锁扣的耳朵断掉了(我平时只背本书,钱包,雨伞之类的小东西).\n我一般情况下不拘小节的,但是这个现在背不了了,只能手提,坐地铁好不方便.\n所以很不爽,来发发牢骚,直接上图,大家看吧.",0.0,2,True,正向文本标负向
4456,鞋子和图片不一样？不是我想象的那么好？鞋子好像不是新的？手工也没有做好？,0.0,1,True,正向文本标负向
4462,很不好，整个脏兮兮的，好像用过一样，很不满意。,0.0,1,True,正向文本标负向
4469,美中不足、商标太假。换刺秀的多好呀,0.0,1,True,正向文本标负向
4512,不太满意剑鞘脱?了而且剑身有点弯,0.0,1,True,正向文本标负向
4535,东西收到了，但是面料没有图片上看上去好，还气球的，,0.0,1,True,正向文本标负向
4562,首先对包装很不满意，直接将胶带粘在剃须刀的盒子上，就不考虑我要送人怎么办。还有我买的那天是*买完后两天变成了*，直接*，还好给补了差价。然后我去*旗舰店看了一下才*，购物心情真是跌宕起伏,0.0,1,True,正向文本标负向
4568,真心不满意，按道理京东是特别快就能到货的，没想到三四天才能到货，第一次京东网购就受打击,0.0,1,True,正向文本标负向
4572,送的东西，还算比较实用,0.0,1,True,正向文本标负向
4582,我爱大连\n　　大连出版社将要编辑出版&ldquo;品读大连&rdquo;系列丛书，我非常赞成。作为一个土生土长的大连人和曾经参与过这个城市建设与发展的领导人之一，我对大连总是有一种偏爱，总是觉得这个城市所蕴涵的文化值得我们去认真挖掘。这套丛书动员十几位作者，分十几个专题对大连的文化现象进行挖掘和梳理，我认为这项工作十分有价值。\n　　大连是一座充满活力、现代感非常强、文化不断创新的城市，也是一座有着特殊历史和个性的城市。因此，如何在新的时期找出大连的文化定位，挖掘大连的文化内涵，突出大连的城市性格，使城市的根和魂能不断通过文化来体现，并最终提炼出大连的城市精神，既是城市的管理者、建设者所要关注的，也是所有文化工作者义不容辞的责任。另一方面，随着经济的飞速发展，中国的城市化进程不断加快，在这个过程中，我们也面临着&ldquo;千城一面&rdquo;的特色危机，很多城市面貌趋同，城市个性模糊。实际上，城市发展不仅仅是GDP的单纯增长，文化内涵的建设与发展也是一个重要方面，文化竞争力将决定城市未来的竞争力。\n　　因此，我觉得此次大连市委宣传部和大连出版社共同策划出版&ldquo;品读大连&rdquo;系列丛书，可谓正当其时。从多层面多角度挖掘、整理、总结、诠释大连的风物人情、文化脉络、人文价值，并以图书的形式把这些宝贵的非物质财富积累、沉淀下来，无论是对于大连这座年轻却饱经沧桑的城市来说，还是对于600万大连市民乃至我们的子孙后代来说，都是一件功在当代、利在千秋的好事情。当然，在宣传城市、促进交流、满足各界人士阅读需求、提升市民文化素养、锻造城市品牌力等方面，也都具有重要意义。作为一个大连人，我对这套丛书充满期待。\n　　与中国其他城市相比，大连建市时间较短，很多人以此认为她没有文化，甚至使用了&ldquo;文化沙漠&rdquo;这样的词汇来定义她，很多大连人往往也是一提到&ldquo;文化底蕴&rdquo;就没了自信。实际上，大连有自己独特的历史文化积淀，她缺的不是文化，而是发现的眼睛、挖掘的意识、提炼的行动。这正是我们应该做并且正在做的。\n　　最后，我想借用一句大连的流行语来表达我的心情：\n　　我爱大连，从未离开。\n　　这句话揭示了每一个热爱故乡的大连人内心深藏的情感。作为其中的一员，我愿怀着赤诚之心为她作出自己绵薄的贡献。我爱大连\n　　大连出版社将要编辑出版&ldquo;品读大连&rdquo;系列丛书，我非常赞成。作为一个土生土长的大连人和曾经参与过这个城市建设与发展的领导人之一，我对大连总是有一种偏爱，总是觉得这个城市所蕴涵的文化值得我们去认真挖掘。这套丛书动员十几位作者，分十几个专题对大连的文化现象进行挖掘和梳理，我认为这项工作十分有价值。\n　　大连是一座充满活力、现代感非常强、文化不断创新的城市，也是一座有着特殊历史和个性的城市。因此，如何在新的时期找出大连的文化定位，挖掘大连的文化内涵，突出大连的城市性格，使城市的根和魂能不断通过文化来体现，并最终提炼出大连的城市精神，既是城市的管理者、建设者所要关注的，也是所有文化工作者义不容辞的责任。另一方面，随着经济的飞速发展，中国的城市化进程不断加快，在这个过程中，我们也面临着&ldquo;千城一面&rdquo;的特色危机，很多城市面貌趋同，城市个性模糊。实际上，城市发展不仅仅是GDP的单纯增长，文化内涵的建设与发展也是一个重要方面，文化竞争力将决定城市未来的竞争力。\n　　因此，我觉得此次大连市委宣传部和大连出版社共同策划出版&ldquo;品读大连&rdquo;系列丛书，可谓正当其时。从多层面多角度挖掘、整理、总结、诠释大连的风物人情、文化脉络、人文价值，并以图书的形式把这些宝贵的非物质财富积累、沉淀下来，无论是对于大连这座年轻却饱经沧桑的城市来说，还是对于600万大连市民乃至我们的子孙后代来说，都是一件功在当代、利在千秋的好事情。当然，在宣传城市、促进交流、满足各界人士阅读需求、提升市民文化素养、锻造城市品牌力等方面，也都具有重要意义。作为一个大连人，我对这套丛书充满期待。\n　　与中国其他城市相比，大连建市时间较短，很多人以此认为她没有文化，甚至使用了&ldquo;文化沙漠&rdquo;这样的词汇来定义她，很多大连人往往也是一提到&ldquo;文化底蕴&rdquo;就没了自信。实际上，大连有自己独特的历史文化积淀，她缺的不是文化，而是发现的眼睛、挖掘的意识、提炼的行动。这正是我们应该做并且正在做的。\n　　最后，我想借用一句大连的流行语来表达我的心情：\n　　我爱大连，从未离开。\n　　这句话揭示了每一个热爱故乡的大连人内心深藏的情感。作为其中的一员，我愿怀着赤诚之心为她作出自己绵薄的贡献。,0.0,2,True,正向文本标负向
4584,衣服蛮好，码子偏小,0.0,1,True,正向文本标负向
4588,朋友送老婆的，偶是代购！话说发货等了好久，慢啊！,1.0,-1,True,负向文本标正向
4595,材料不错，用了几个月，是好东西,0.0,1,True,正向文本标负向
4597,明明要的白色  收到是黑色  物流还等了好几天  失败的网购,0.0,1,True,正向文本标负向
4611,东西不如想想中的好，物流太慢,0.0,1,True,正向文本标负向
4624,客服老是不回复。服务态度也不是很好，不是很满意,0.0,2,True,正向文本标负向
4629,还可以吧、还没有穿呢?看上去蛮好的,0.0,1,True,正向文本标负向
4638,实物和想像中有差别 不是太满意,0.0,1,True,正向文本标负向
